app,content,score,sentiment,review_clean,review_segmented,language
Lazada,Không hữu ích mua hàng không cho kiểm tra,1,negative,không hữu ích mua hàng không cho kiểm tra,không hữu_ích mua hàng_không cho kiểm_tra,vi
Shopee,như đầu boài tự hoàn hàng,1,negative,như đầu boài tự hoàn hàng,như đầu boài tự hoàn hàng,vi
Lazada,"Lazada tự ý đánh lỗi CR01 mình, mặc dù mình không làm gì. Đã liên hệ nhân viên hỗ trợ nhưng không được và nhận được phản hồi không hợp lý",1,negative,lazada tự ý đánh lỗi cr01 mình mặc dù mình không làm gì đã liên hệ nhân viên hỗ trợ nhưng không được và nhận được phản hồi không hợp lý,lazada tự_ý đánh lỗi cr01 mình mặc_dù mình không làm_gì đã liên_hệ nhân_viên hỗ_trợ nhưng không được và nhận được phản_hồi không hợp_lý,vi
Tiki,Hàng từ 14/8 đến giờ :)))),1,negative,hàng từ 14 8 đến giờ,hàng từ 14 8 đến giờ,vi
Tiki,Um tôi hơi không thích dịch vụ xác minh của nhân viên,1,negative,um tôi hơi không thích dịch vụ xác minh của nhân viên,um tôi hơi không thích dịch_vụ xác_minh của nhân_viên,vi
Lazada,"lỗi CR01 rất lâu, mặc dù không làm gì",1,negative,lỗi cr01 rất lâu mặc dù không làm gì,lỗi cr01 rất lâu mặc_dù không làm gì,vi
Shopee,trả hàng rồi mà hoàn tiền quá lâu,2,negative,trả hàng rồi mà hoàn tiền quá lâu,trả hàng rồi mà hoàn tiền quá lâu,vi
Shopee,Đặt hàng ko giao về rồi còn cấm ko cho sdt đấy đặt hàng nữa,1,negative,đặt hàng không giao về rồi còn cấm không cho sdt đấy đặt hàng nữa,đặt_hàng không giao về rồi còn cấm không cho sdt đấy đặt_hàng nữa,vi
Lazada,lazada tự xét cr01 ko rõ lý do,1,negative,lazada tự xét cr01 không rõ lý do,lazada tự xét cr01 không rõ lý_do,vi
Tiki,Bán Hàng Ko Đúng Như Trên Hình Ảnh,1,negative,bán hàng không đúng như trên hình ảnh,bán hàng_không đúng như trên hình_ảnh,vi
Tiki,"Xử lý đơn hàng lâu, giao lâu, hết xác nhận tới luân chuyển, có 1 thùng bia trong sài gòn mà giao tận nửa tháng. Lần cuối đặt tiki.",1,negative,xử lý đơn hàng lâu giao lâu hết xác nhận tới luân chuyển có 1 thùng bia trong sài gòn mà giao tận nửa tháng lần cuối đặt tiki,xử_lý đơn hàng lâu giao lâu hết xác_nhận tới luân_chuyển có 1 thùng bia trong sài_gòn mà giao tận nửa tháng lần cuối đặt tiki,vi
Shopee,nick của tôi không thể đặt hàng,1,negative,nick của tôi không thể đặt hàng,nick của tôi không_thể đặt_hàng,vi
Shopee,"shoppee đang dùng chích sách ép khách hàng , nhận hàng mà không cho trả hàng , phải quay videos gửi xong, lại hủy luôn khiếu nại của kh maw ko có 1 cái lý do gì, ép khách hàng nhận hàng ko vừa ý và người sai từ người bán..",1,negative,shoppee đang dùng chích sách ép khách hàng nhận hàng mà không cho trả hàng phải quay videos gửi xong lại hủy luôn khiếu nại của kh maw không có 1 cái lý do gì ép khách hàng nhận hàng không vừa ý và người sai từ người bán,shoppee đang dùng chích sách_ép khách_hàng nhận hàng mà không cho trả hàng phải quay videos gửi xong lại hủy luôn khiếu_nại của kh maw không có 1 cái lý_do gì ép khách_hàng nhận hàng_không vừa_ý và người sai từ người bán,vi
Lazada,Trải nghiệm mua hàng không tốt.,1,negative,trải nghiệm mua hàng không tốt,trải_nghiệm mua hàng_không tốt,vi
Shopee,giao hàng chậm v đặt từ tết mà đến giờ vẫn chưa nhận đc hàng,1,negative,giao hàng chậm v đặt từ tết mà đến giờ vẫn chưa nhận được hàng,giao hàng chậm v đặt từ tết mà đến giờ vẫn chưa nhận được hàng,vi
Shopee,"app rất lag , đơ. có lẽ do mấy cái video chăng. mở app cái là có video rùi.đang xem sp cũng vẫn thấy video. kỳ lạ.",2,negative,app rất lag đơ có lẽ do mấy cái video chăng mở app cái là có video rùi đang xem sản phẩm cũng vẫn thấy video kỳ lạ,app rất lag_đơ có_lẽ do mấy cái video_chăng mở app cái là có video rùi đang xem sản_phẩm cũng vẫn thấy video kỳ_lạ,vi
Shopee,cứ lúc mua mã nó lại bảo hết hiệu lực,1,negative,cứ lúc mua mã nó lại bảo hết hiệu lực,cứ lúc mua_mã nó lại bảo hết hiệu_lực,vi
Shopee,nhiều lỗi vô cùng,1,negative,nhiều lỗi vô cùng,nhiều lỗi vô_cùng,vi
Tiki,Quá tệ.,1,negative,quá tệ,quá tệ,vi
Tiki,"Mới đặt 4 quyển trên tiki giao về mở hàng móp méo ở góc hết 4 quyển, t sợ con người Tiki rồi đó lần đầu cũng là lần cuối",1,negative,mới đặt 4 quyển trên tiki giao về mở hàng móp méo ở góc hết 4 quyển t sợ con người tiki rồi đó lần đầu cũng là lần cuối,mới đặt 4 quyển trên tiki giao về mở hàng móp_méo ở góc hết 4 quyển t_sợ con_người tiki rồi đó lần đầu cũng là lần cuối,vi
Lazada,"đợi shipper quá lâu, cập nhật thông tin đơn hàng chậm cực kì",1,negative,đợi shipper quá lâu cập nhật thông tin đơn hàng chậm cực kì,đợi shipper quá lâu_cập_nhật thông_tin đơn hàng chậm cực_kì,vi
Shopee,1 ngày cở chục cái thông báo,1,negative,1 ngày cở chục cái thông báo,1 ngày cở chục cái thông_báo,vi
Lazada,ko ok lắm vs shippo ko giao hàng đặt 2 tháng 8 mà 29 mới giao,4,negative,không ok lắm vs shippo không giao hàng đặt 2 tháng 8 mà 29 mới giao,không ok lắm vs shippo không giao hàng đặt 2 tháng 8 mà 29 mới giao,vi
Shopee,"nhận hàng kh đúng như mẫu , hàng chả khác j đã qua sử dụng",1,negative,nhận hàng kh đúng như mẫu hàng chả khác j đã qua sử dụng,nhận hàng kh đúng như mẫu hàng chả khác j đã qua sử_dụng,vi
Tiki,"Áp nặng, chạy lì. Quảng cáo GÌ CŨNG CÓ, BẤM LÀ CÓ vậy mà tìm mua không có, sạo, giá bán thì trên Trời, vậy là sao ???.",1,negative,áp nặng chạy lì quảng cáo gì cũng có bấm là có vậy mà tìm mua không có sạo giá bán thì trên trời vậy là sao,áp nặng chạy lì quảng_cáo gì cũng có bấm là có vậy_mà tìm mua không có sạo giá bán thì trên trời vậy là sao,vi
Tiki,"Bán hàng nhái , giả mà dám tuyên bố nói không với hàng giả. Trò cười",1,negative,bán hàng nhái giả mà dám tuyên bố nói không với hàng giả trò cười,bán hàng nhái giả mà dám tuyên_bố nói không với hàng giả_trò cười,vi
Lazada,bảo mật ngáo,1,negative,bảo mật ngáo,bảo mật ngáo,vi
Shopee,lúc nào cũng bị m02 phát chán,1,negative,lúc nào cũng bị m02 phát chán,lúc_nào cũng bị m02 phát chán,vi
Lazada,Giao sai sản phẩm mà không chịu hoàn tiền lại cho người ta. Ứng dụng lừa đảo khách hàng không nên cài đặt. Tôi đã xoá nó đi rồi. Cho 1 sao vì đặt hàng mà lại bắt đưa giấy chứng minh nhân dân,1,negative,giao sai sản phẩm mà không chịu hoàn tiền lại cho người ta ứng dụng lừa đảo khách hàng không nên cài đặt tôi đã xoá nó đi rồi cho 1 sao vì đặt hàng mà lại bắt đưa giấy chứng minh nhân dân,giao sai sản_phẩm mà không chịu hoàn tiền lại cho người ta ứng_dụng lừa_đảo khách_hàng_không nên cài_đặt tôi đã xóa nó đi rồi cho 1 sao vì đặt_hàng mà_lại bắt đưa giấy_chứng_minh nhân_dân,vi
Tiki,"Cơ chế đăng nhập không linh hoạt,tự thoát xong bắt người ta phải đăng nhập lại. Mua hàng cùi bắp đổi lại không được, càng ngày càng mất uy tín 1* và xóa app",1,negative,cơ chế đăng nhập không linh hoạt tự thoát xong bắt người ta phải đăng nhập lại mua hàng cùi bắp đổi lại không được càng ngày càng mất uy tín 1 và xóa app,cơ_chế đăng_nhập không linh_hoạt tự thoát xong bắt người ta phải đăng_nhập lại mua hàng cùi bắp_đổi lại không được càng_ngày_càng mất uy_tín 1 và xóa app,vi
Shopee,như cạc,1,negative,như cạc,như cạc,vi
Tiki,Rất tệ,1,negative,rất tệ,rất tệ,vi
Tiki,Tiki chưa giải quyết khiếu nại thanh toán giao dịch không phải tôi thực hiện qua ví Momo. Quá tệ.,1,negative,tiki chưa giải quyết khiếu nại thanh toán giao dịch không phải tôi thực hiện qua ví momo quá tệ,tiki chưa giải_quyết khiếu_nại thanh_toán giao_dịch không phải tôi thực_hiện qua ví_momo quá tệ,vi
Lazada,mới dwo app về ! đăng ký bằng gmail .xong báo tk đang bị khóa. gọi hotline thì ko hướng dẩn app quá tệ,1,negative,mới dwo app về đăng ký bằng gmail xong báo tk đang bị khóa gọi hotline thì không hướng dẩn app quá tệ,mới dwo app về đăng_ký bằng gmail xong báo tk đang bị khóa gọi hotline thì không hướng dẩn app quá tệ,vi
Lazada,Tìm kiếm vài món mà nó cứ để đang tải đợi nhưng vẫn v,2,negative,tìm kiếm vài món mà nó cứ để đang tải đợi nhưng vẫn v,tìm_kiếm vài món mà nó cứ để đang tải_đợi nhưng vẫn v,vi
Lazada,có thể nào mở rộng phạm vi không ạ 😭mình muốn oder hàng bên 🇵🇭 nhưng mà Lazada Việt không đặt được xin được quỳ lạy cầu xin Lazada xem xét lại ạ tại sao Trung Quốc lại được mà 🇵🇭 không được ạ 😭😭,5,negative,có thể nào mở rộng phạm vi không ạ mình muốn oder hàng bên nhưng mà lazada việt không đặt được xin được quỳ lạy cầu xin lazada xem xét lại ạ tại sao trung quốc lại được mà không được ạ,có_thể nào mở_rộng phạm_vi không ạ mình muốn oder hàng bên nhưng_mà lazada_việt không đặt được xin được quỳ lạy cầu xin lazada xem_xét lại ạ tại_sao trung_quốc lại được mà không được ạ,vi
Shopee,đặt hàng nó kêu giao dịch có hành vi bất thường nhưng trong khi do không làm gì cả,1,negative,đặt hàng nó kêu giao dịch có hành vi bất thường nhưng trong khi do không làm gì cả,đặt_hàng nó kêu giao_dịch có hành_vi bất_thường nhưng trong khi do không làm gì cả,vi
Shopee,bị giới hạn giỏ hàng.,1,negative,bị giới hạn giỏ hàng,bị giới_hạn giỏ hàng,vi
Tiki,Ko sale cho người mới,1,negative,không sale cho người mới,không sale cho người mới,vi
Tiki,Quá tệ cào thẻ cào toàn loiix,1,negative,quá tệ cào thẻ cào toàn loiix,quá tệ_cào thẻ cào toàn loiix,vi
Tiki,"App quá nhiều lỗi, lúc thành tiền lỗi rất nhiều, phần tìm kiếm và lọc thì không đúng yêu cầu",1,negative,app quá nhiều lỗi lúc thành tiền lỗi rất nhiều phần tìm kiếm và lọc thì không đúng yêu cầu,app quá nhiều lỗi lúc thành tiền lỗi rất nhiều phần tìm_kiếm và lọc thì không đúng yêu_cầu,vi
Lazada,mới tải đăng nhập nhưng không được voucher giảm giá cho người mới 😡😡,1,negative,mới tải đăng nhập nhưng không được voucher giảm giá cho người mới,mới tải đăng_nhập nhưng không được voucher giảm_giá cho người mới,vi
Tiki,"Tiki là thằng lừa đảo, tôi mua xog máy hút mũi nó hỏng, tôi kêu đổi nó k đổi mà khoá tài khoản của tôi nữa chứ.",1,negative,tiki là thằng lừa đảo tôi mua xog máy hút mũi nó hỏng tôi kêu đổi nó không đổi mà khoá tài khoản của tôi nữa chứ,tiki là thằng lừa_đảo tôi mua xog máy hút mũi nó hỏng tôi kêu đổi nó không đổi mà khóa tài_khoản của tôi nữa chứ,vi
Tiki,App sida. Đúng hàng vn,1,negative,app sida đúng hàng vn,app sida đúng hàng vn,vi
Lazada,"dùng đúng tức. có đổi mật khẩu thôi mà bắt tao xác nhận chục lần không cho đổi, không thể unlink momo được. tao xoá app",1,negative,dùng đúng tức có đổi mật khẩu thôi mà bắt tao xác nhận chục lần không cho đổi không thể unlink momo được tao xoá app,dùng đúng tức có đổi mật_khẩu thôi mà bắt tao xác_nhận chục lần không cho đổi không_thể unlink momo được tao xóa app,vi
Tiki,"App dở tệ. Tìm kiếm đợi gần 1 phút ko được nên thoát. Quay quay hoài ko tìm được kết quả. Quá dở. Mình cũng viết app, mà app như vậy để làm gì. Dở như c... Cho 1 sao. Cho 0 sao thì CH ko chịu.",1,negative,app dở tệ tìm kiếm đợi gần 1 phút không được nên thoát quay quay hoài không tìm được kết quả quá dở mình cũng viết app mà app như vậy để làm gì dở như c cho 1 sao cho 0 sao thì ch không chịu,app dở_tệ tìm_kiếm đợi gần 1 phút không được nên thoát quay quay hoài không tìm được kết_quả quá dở_mình cũng viết app mà app như_vậy để làm gì dở như c cho 1 sao cho 0 sao thì ch không chịu,vi
Lazada,"Lỗi game rất nhiều,kêu giải quyết mà hết sự kiện rồi vẫn ko nhận đc phản hồi j App làm ăn dở tệ lắm nha,cái việc lỗi ko nhận đc lazrewards là lỗi do hệ thống thế mà khi bồi thường lại là cái vc 8% rẻ rách,chat thì cả 10 lần đều như 1,lúc qcao thì nói ngon nói ngọt sẽ đặt lợi ích khách hàng lên hàng đầu mà lúc bị lỗi thì khách hàng chịu hết,lại còn chơi cái kiểu có các tiêu chí riêng để có mức bồi thường khác nha, nên là mn làm lớn vụ này lên nha",1,negative,lỗi game rất nhiều kêu giải quyết mà hết sự kiện rồi vẫn không nhận được phản hồi j app làm ăn dở tệ lắm nha cái việc lỗi không nhận được lazrewards là lỗi do hệ thống thế mà khi bồi thường lại là cái vc 8 rẻ rách chat thì cả 10 lần đều như 1 lúc qcao thì nói ngon nói ngọt sẽ đặt lợi ích khách hàng lên hàng đầu mà lúc bị lỗi thì khách hàng chịu hết lại còn chơi cái kiểu có các tiêu chí riêng để có mức bồi thường khác nha nên là mn làm lớn vụ này lên nha,lỗi game rất nhiều kêu giải_quyết mà hết sự_kiện rồi vẫn không nhận được phản_hồi j app làm_ăn dở_tệ lắm nha cái việc lỗi không nhận được lazrewards là lỗi do hệ_thống thế_mà khi bồi_thường lại là cái vc 8 rẻ rách_chat thì cả 10 lần đều như 1 lúc qcao thì nói ngon nói ngọt sẽ đặt lợi_ích khách_hàng lên hàng_đầu mà lúc bị lỗi thì khách_hàng chịu hết lại còn chơi cái kiểu có các tiêu_chí riêng để có mức bồi_thường khác nha nên là mn làm lớn vụ này lên nha,vi
